0;Câu 0; Mong Ứng Dụng Giúp Ích Được Cho Bạn;YES;OKE; OKE;TRUE;D

1;Câu 1;Phát xít Nhật đầu hàng thì quân Nhật ở Đông Dương cũng bị tê liệt, chính phủ tay sai thân Nhật Trần Trọng Kim hoang mang cực độ. Đây là thời cơ ngàn năm có một cho nhân dân ta giành độc lập. Đó là hoàn cảnh vô cùng thuận lợi cho;Hướng ứng chỉ thị “ Nhật- Pháp bắn nhau và hành động của chúng ta”.;Cao trào kháng Nhật cứu nước.;Phá kho thóc Nhật giải quyết nạn đói.; Đảng ta đứng đầu là Chủ tịch Hồ Chí Minh kịp thời phát lệnh Tổng khởi nghĩa trong cả nước.;D
1;Câu 2;Khó khăn nào là nghiêm trọng nhất đối với đất nước sau Cách mạng tháng Tám-1945?;Nạn đói, nạn dốt;Đế quốc và tay sai ở nước ta còn đông và mạnh.;Những tàn dư của chế độ thực dân phong kiến.;Chính quyền cách mạng mới thành lập còn non trẻ.;B
1;Câu 3;Từ cuối những năm 70 của thế kỉ XX, chủ nghĩa thực dân chỉ còn tồn tại dưới hình thức nào?;Chủ nghĩa thực dân kiểu cũ.;Chủ nghĩa thực dân kiểu mới.;Chế độ phân biệt chủng tộc.;Chế độ thực dân.;B
1;Câu 4;Hành động nghiêm trọng trắng trợn nhất thể hiện thực dân Pháp đã bội ước tiến công ta?;18/12/1946 Pháp gửi tối hậu thư đòi Chính phủ hạ vũ khí đầu hàng.;Ở Bắc Bộ thực dân Pháp đánh chiếm Hải Phòng, Lạng Sơn.;Ở Hà Nội, thực dân Pháp liên tiếp gây những cuộc xung đột vũ trang.; Ở Nam Bộ và Trung Bộ, Pháp tập trung quân tiến công các cơ sở cách mạng của ta.;A
1;Câu 5;Nguồn gốc sâu xa của cách mạng công nghiệp thế kỉ XVIII-XIX và cách mạng khoa học công nghệ thế kỉ XX là;Yêu cầu của việc cải tiến vũ khí, sáng tạo vũ khí mới.;Yêu cầu chuẩn bị cho một cuộc chiến tranh hạt nhân.;Nhằm đáp ứng nhu cầu vật chất và tinh thần ngày càng đòi hỏi của cuộc sống con người.;Do sự bùng nổ dân số.;C
1;Câu 6;Chiến lược “ Chiến tranh cục bộ” , được sử dụng theo công thức nào?; Cuộc chiến tranh xâm lược thực dân mới, tiến hành bằng quân Ngụy là chủ yếu + vũ khí+ trang thiết bị hiện đại của Mĩ.;Cuộc chiến tranh xâm lược thực dân mới, tiến hành bằng quân Mĩ là chủ yếu + quân Ngụy + vũ khí + trang thiết bị hiện đại của Mĩ.;Cuộc chiến tranh xâm lược thực dân mới, tiến hành bằng lực lượng quân đội Mĩ + quân đồng minh + quân Ngụy + trang thiết bị hiện đại của Mĩ.;Cuộc chiến tranh xâm lược thực dân mới, tiến hành bằng lực lượng quân đội Mĩ + quân đồng minh+ trang thiết bị hiện đại của Mĩ.;C
1;Câu 7;Đường lối đổi mới của Đảng được đề ra đầu tiên ở Đại hội nào?;Đại hội IV (12-1976);Đại hội V (3-1981);Đại hội VI (12-1986); Đại hội VII (6-1991);C
1;Câu 8;Vì sao sau Chiến tranh thế giới thứ hai, Mĩ La-tinh được mệnh danh là “ Đại lục bùng cháy”?;Ở đây thường xuyên xảy ra cháy rừng;Ở đây các nước đế quốc tấn công vào nước Mĩ;Ở đây có cuộc cách mạng nổi tiếng Cu Ba bùng nổ;Ở đây nhân dân đã đứng lên đấu tranh chống đế quốc Mĩ.;D
1;Câu 9;Đảng, Chính Phủ và Chủ tích Hồ Chí Minh kêu gọi đồng bào thực hiện “ Tuần lễ vàng”, “ Quỹ độc lập” nhằm mục đích gì?;Quyên góp vàng, bạc để xây dựng đất nước;Giải quyết khó khăn về tài chính của đất nước;Quyên góp tiền, để xây dựng đất nước;Để hỗ trợ việc giải quyết nạn đói;B
1;Câu 10;Sau Chiến tranh thế giới thứ nhất, những sự kiện nào trên thế giới ảnh hưởng đến cách mạng Việt Nam?;Thành công của cách mạng tháng Mười Nga (1917), sự thành lập Quốc tế Cộng sản (2/1919);Phong trào giải phóng dân tộc ở các nước Á, Phi, Mĩ La-tinh ;Hội nghị Véc-xai.;Sự ra đời của các Đảng Cộng sản ở các nước Châu Âu.;A
1;Câu 11;Thắng lợi của quân dân miền Bắc trong cuộc chiến đấu chống chiến tranh phá hoại lần thứ nhất của đế quốc Mĩ đã có tác dụng như thế nào đối với cuộc kháng chiến chống Mĩ cứu nước của nhân dân ta?;Buộc Mĩ phải rút quân Mĩ và quân chư hầu của Mĩ về nước;Khẳng định quyết tâm chống Mĩ cứu nước của nhân dân ta, góp phần làm lung lay ý chí xâm lược của Mĩ;Buộc Mĩ phải chấp nhận đàm phán với ta ở Pari.;Buộc Mĩ phải chấp nhận ký kết Hiệp định Pari.;B
1;Câu 12;Tác phẩm nào tập hợp những bài giảng chính trị của Nguyễn Ái Quốc trang bị lý luận cách mạng giải phóng dân tộc?; Bản án chế độ thực dân Pháp.; Con rồng tre.;Đường Kách mệnh;Những trò lố của Va-ren và Phan Bội Châu.;C
1;Câu 13;Vì sao Pháp đẩy mạnh khai thác thuộc địa sau Chiến tranh thế giới thứ nhất?;Để thúc đẩy sự phát triển kinh tế- xã hội ở Việt Nam.;Để bù đắp thiệt hại do Chiến tranh thế giới thứ nhất gây ra ở chính quốc.;Để cạnh tranh với các nước tư bản khác.;Để biến Việt Nam thành thị trường tiêu thụ hàng hóa của Pháp.;B
